ID,date,agegroup,cases_unvac_rate_per100K,cases_partial_vac_rate_per100K,cases_notfull_vac_rate_per100K,cases_full_vac_rate_per100K,cases_boost_vac_rate_per100K,cases_unvac_rate_7ma,cases_partial_vac_rate_7ma,cases_notfull_vac_rate_7ma,cases_full_vac_rate_7ma,cases_boost_vac_rate_7ma
637,2022-04-29,0-4yrs,10.71,3.09,8.99,0.0,0.0,11.3,3.41,10.73,0.0,0.0
638,2022-04-29,12-17yrs,10.71,3.09,4.43,4.56,7.78,11.3,3.41,7.23,6.26,9.81
639,2022-04-29,18-39yrs,10.71,3.09,9.97,10.22,25.88,11.3,3.41,13.05,11.42,27.11
640,2022-04-29,40-59yrs,10.71,3.09,10.27,11.3,23.65,11.3,3.41,12.83,13.56,27.15
641,2022-04-29,5-11yrs,10.71,3.09,4.56,9.76,0.0,11.3,3.41,6.25,9.88,85.54
642,2022-04-29,60+,10.71,3.09,65.27,24.68,25.24,11.3,3.41,88.16,19.46,26.78
643,2022-04-29,ALL,10.71,3.09,9.93,11.35,24.51,11.3,3.41,12.91,12.06,26.59
644,2022-04-30,0-4yrs,10.71,3.09,9.82,0.0,0.0,11.3,3.41,10.29,0.0,0.0
645,2022-04-30,12-17yrs,10.71,3.09,4.42,5.03,7.77,11.3,3.41,6.32,5.64,8.82
646,2022-04-30,18-39yrs,10.71,3.09,11.24,11.48,25.56,11.3,3.41,12.22,11.23,25.76
647,2022-04-30,40-59yrs,10.71,3.09,10.73,13.96,23.33,11.3,3.41,11.73,12.95,25.55
648,2022-04-30,5-11yrs,10.71,3.09,6.38,8.56,0.0,11.3,3.41,5.93,9.18,0.0
649,2022-04-30,60+,10.71,3.09,81.24,15.37,25.27,11.3,3.41,83.03,18.48,25.7
650,2022-04-30,ALL,10.71,3.09,11.49,11.43,24.34,11.3,3.41,12.1,11.57,25.28
651,2022-05-01,0-4yrs,10.71,3.09,8.71,0.0,0.0,11.3,3.41,9.34,0.0,0.0
652,2022-05-01,12-17yrs,10.71,3.09,5.68,5.51,9.52,11.3,3.41,5.78,4.96,7.91
653,2022-05-01,18-39yrs,10.71,3.09,9.82,8.41,20.13,11.3,3.41,10.71,10.0,23.13
654,2022-05-01,40-59yrs,10.71,3.09,6.62,10.07,21.06,11.3,3.41,10.13,11.6,23.12
655,2022-05-01,5-11yrs,10.71,3.09,7.0,4.98,0.0,11.3,3.41,5.7,8.01,0.0
656,2022-05-01,60+,10.71,3.09,68.03,15.94,19.41,11.3,3.41,76.17,17.66,23.56
657,2022-05-01,ALL,10.71,3.09,9.98,9.0,19.88,11.3,3.41,10.91,10.43,22.95
658,2022-05-02,0-4yrs,10.71,3.09,6.92,0.0,0.0,11.3,3.41,9.33,0.0,0.0
659,2022-05-02,12-17yrs,10.71,3.09,3.79,2.36,5.35,11.3,3.41,5.6,4.65,7.63
660,2022-05-02,18-39yrs,10.71,3.09,4.59,3.93,10.51,11.3,3.41,10.13,9.42,22.09
661,2022-05-02,40-59yrs,10.71,3.09,6.62,5.24,10.55,11.3,3.41,9.94,10.75,21.99
662,2022-05-02,5-11yrs,10.71,3.09,3.05,2.37,0.0,11.3,3.41,5.51,7.45,-0.0
663,2022-05-02,60+,10.71,3.09,29.63,11.0,12.97,11.3,3.41,68.16,17.42,22.99
664,2022-05-02,ALL,10.71,3.09,5.94,4.72,11.39,11.3,3.41,10.41,9.86,22.09
665,2022-05-03,0-4yrs,10.71,3.09,8.3,0.0,0.0,11.3,3.41,8.91,0.0,0.0
666,2022-05-03,12-17yrs,10.71,3.09,3.15,3.0,1.19,11.3,3.41,5.41,4.74,6.67
667,2022-05-03,18-39yrs,10.71,3.09,6.81,5.09,12.4,11.3,3.41,9.86,9.3,21.77
668,2022-05-03,40-59yrs,10.71,3.09,6.39,4.99,12.99,11.3,3.41,9.45,10.55,21.7
669,2022-05-03,5-11yrs,10.71,3.09,2.59,3.08,0.0,11.3,3.41,5.19,6.87,0.0
670,2022-05-03,60+,10.71,3.09,52.84,10.65,14.4,11.3,3.41,66.69,17.23,22.61
671,2022-05-03,ALL,10.71,3.09,7.39,5.24,13.13,11.3,3.41,10.01,9.7,21.74
672,2022-05-04,0-4yrs,10.71,3.09,9.41,0.0,0.0,11.3,3.41,8.83,0.0,0.0
673,2022-05-04,12-17yrs,10.71,3.09,5.68,3.63,4.14,11.3,3.41,5.05,4.36,6.14
674,2022-05-04,18-39yrs,10.71,3.09,9.67,8.22,22.52,11.3,3.41,9.41,8.83,21.31
675,2022-05-04,40-59yrs,10.71,3.09,9.59,10.91,21.0,11.3,3.41,9.23,10.19,20.72
676,2022-05-04,5-11yrs,10.71,3.09,5.79,5.21,0.0,11.3,3.41,5.37,6.42,0.0
677,2022-05-04,60+,10.71,3.09,68.3,16.56,24.47,11.3,3.41,65.14,16.63,22.12
678,2022-05-04,ALL,10.71,3.09,10.29,8.97,22.4,11.3,3.41,9.81,9.25,21.1
679,2022-05-05,0-4yrs,10.71,3.09,8.02,0.0,0.0,11.3,3.41,8.6,0.0,0.0
680,2022-05-05,12-17yrs,10.71,3.09,5.68,5.05,8.25,11.3,3.41,4.69,4.16,6.29
681,2022-05-05,18-39yrs,10.71,3.09,9.68,8.77,22.71,11.3,3.41,8.83,8.02,19.96
682,2022-05-05,40-59yrs,10.71,3.09,8.0,10.09,23.87,11.3,3.41,8.32,9.51,19.49
683,2022-05-05,5-11yrs,10.71,3.09,4.27,6.39,0.0,11.3,3.41,4.81,5.76,0.0
684,2022-05-05,60+,10.71,3.09,107.2,17.9,26.68,11.3,3.41,67.5,16.01,21.21
685,2022-05-05,ALL,10.71,3.09,10.52,9.43,24.33,11.3,3.41,9.36,8.59,20.0
686,2022-05-06,0-4yrs,10.71,3.09,6.78,0.0,0.0,11.3,3.41,8.28,0.0,0.0
687,2022-05-06,12-17yrs,10.71,3.09,8.83,4.43,5.88,11.3,3.41,5.32,4.14,6.01
688,2022-05-06,18-39yrs,10.71,3.09,10.16,8.78,22.33,11.3,3.41,8.85,7.81,19.45
689,2022-05-06,40-59yrs,10.71,3.09,7.77,11.01,21.38,11.3,3.41,7.96,9.47,19.17
690,2022-05-06,5-11yrs,10.71,3.09,3.36,5.67,0.0,11.3,3.41,4.63,5.18,0.0
691,2022-05-06,60+,10.71,3.09,77.03,15.18,21.96,11.3,3.41,69.18,14.66,20.74
692,2022-05-06,ALL,10.71,3.09,9.29,9.21,21.5,11.3,3.41,9.27,8.29,19.57
693,2022-05-07,0-4yrs,10.71,3.09,7.47,0.0,0.0,11.3,3.41,7.94,0.0,0.0
694,2022-05-07,12-17yrs,10.71,3.09,3.78,3.32,7.03,11.3,3.41,5.23,3.9,5.91
695,2022-05-07,18-39yrs,10.71,3.09,7.46,8.18,19.43,11.3,3.41,8.31,7.34,18.58
696,2022-05-07,40-59yrs,10.71,3.09,8.46,8.68,18.98,11.3,3.41,7.64,8.71,18.55
697,2022-05-07,5-11yrs,10.71,3.09,5.04,5.43,0.0,11.3,3.41,4.44,4.73,-0.0
698,2022-05-07,60+,10.71,3.09,59.94,15.78,19.28,11.3,3.41,66.14,14.72,19.88
699,2022-05-07,ALL,10.71,3.09,8.51,8.27,18.94,11.3,3.41,8.85,7.83,18.8
700,2022-05-08,0-4yrs,10.71,3.09,6.36,0.0,0.0,11.3,3.41,7.61,0.0,0.0
701,2022-05-08,12-17yrs,10.71,3.09,5.67,2.69,4.09,11.3,3.41,5.23,3.5,5.13
702,2022-05-08,18-39yrs,10.71,3.09,8.42,6.67,17.85,11.3,3.41,8.11,7.09,18.25
703,2022-05-08,40-59yrs,10.71,3.09,8.0,8.11,16.05,11.3,3.41,7.83,8.43,17.83
704,2022-05-08,5-11yrs,10.71,3.09,3.98,5.65,0.0,11.3,3.41,4.01,4.83,0.0
705,2022-05-08,60+,10.71,3.09,58.99,12.82,19.58,11.3,3.41,64.85,14.27,19.91
706,2022-05-08,ALL,10.71,3.09,8.18,7.1,17.67,11.3,3.41,8.59,7.56,18.48
707,2022-05-09,0-4yrs,10.71,3.09,7.61,0.0,0.0,11.3,3.41,7.71,0.0,0.0
708,2022-05-09,12-17yrs,10.71,3.09,2.52,3.33,1.75,11.3,3.41,5.04,3.64,4.62
709,2022-05-09,18-39yrs,10.71,3.09,5.08,3.38,9.26,11.3,3.41,8.18,7.01,18.07
710,2022-05-09,40-59yrs,10.71,3.09,3.2,4.85,9.6,11.3,3.41,7.34,8.38,17.7
711,2022-05-09,5-11yrs,10.71,3.09,3.06,3.76,0.0,11.3,3.41,4.01,5.03,-0.0
712,2022-05-09,60+,10.71,3.09,48.76,10.6,12.96,11.3,3.41,67.58,14.21,19.9
713,2022-05-09,ALL,10.71,3.09,6.21,4.59,10.68,11.3,3.41,8.63,7.54,18.38
714,2022-05-10,0-4yrs,10.71,3.09,6.09,0.0,0.0,11.3,3.41,7.39,0.0,0.0
715,2022-05-10,12-17yrs,10.71,3.09,1.89,2.22,2.91,11.3,3.41,4.86,3.52,4.86
716,2022-05-10,18-39yrs,10.71,3.09,3.18,4.34,8.11,11.3,3.41,7.66,6.91,17.46
717,2022-05-10,40-59yrs,10.71,3.09,5.94,4.26,7.82,11.3,3.41,7.28,8.27,16.96
718,2022-05-10,5-11yrs,10.71,3.09,4.44,3.29,0.0,11.3,3.41,4.28,5.06,-0.0
719,2022-05-10,60+,10.71,3.09,45.6,8.38,9.75,11.3,3.41,66.55,13.89,19.24
720,2022-05-10,ALL,10.71,3.09,5.99,4.4,8.56,11.3,3.41,8.43,7.42,17.73
721,2022-05-11,0-4yrs,10.71,3.09,9.13,0.0,0.0,11.3,3.41,7.35,0.0,0.0
722,2022-05-11,12-17yrs,10.71,3.09,3.15,4.6,3.49,11.3,3.41,4.5,3.66,4.77
723,2022-05-11,18-39yrs,10.71,3.09,6.68,7.33,18.98,11.3,3.41,7.24,6.78,16.95
724,2022-05-11,40-59yrs,10.71,3.09,9.37,8.87,19.22,11.3,3.41,7.25,7.98,16.7
725,2022-05-11,5-11yrs,10.71,3.09,3.06,5.64,0.0,11.3,3.41,3.89,5.12,-0.0
726,2022-05-11,60+,10.71,3.09,55.45,9.52,16.52,11.3,3.41,64.71,12.88,18.1
727,2022-05-11,ALL,10.71,3.09,8.23,7.45,17.7,11.3,3.41,8.13,7.21,17.05
728,2022-05-12,0-4yrs,10.71,3.09,8.3,0.0,0.0,11.3,3.41,7.39,0.0,0.0
729,2022-05-12,12-17yrs,10.71,3.09,5.67,4.92,6.39,11.3,3.41,4.5,3.64,4.51
730,2022-05-12,18-39yrs,10.71,3.09,7.48,7.08,19.75,11.3,3.41,6.92,6.54,16.53
731,2022-05-12,40-59yrs,10.71,3.09,10.06,9.88,20.63,11.3,3.41,7.54,7.95,16.24
732,2022-05-12,5-11yrs,10.71,3.09,4.45,8.21,0.0,11.3,3.41,3.91,5.38,-0.0
733,2022-05-12,60+,10.71,3.09,46.19,14.77,18.39,11.3,3.41,55.99,12.44,16.92
734,2022-05-12,ALL,10.71,3.09,8.49,8.46,19.16,11.3,3.41,7.84,7.07,16.32
735,2022-05-13,0-4yrs,10.71,3.09,6.78,0.0,0.0,11.3,3.41,7.39,0.0,0.0
736,2022-05-13,12-17yrs,10.71,3.09,5.04,3.33,5.22,11.3,3.41,3.96,3.49,4.41
737,2022-05-13,18-39yrs,10.71,3.09,7.96,7.79,18.64,11.3,3.41,6.61,6.4,16.0
738,2022-05-13,40-59yrs,10.71,3.09,7.32,8.21,16.25,11.3,3.41,7.48,7.55,15.51
739,2022-05-13,5-11yrs,10.71,3.09,5.22,4.69,0.0,11.3,3.41,4.18,5.24,-0.0
740,2022-05-13,60+,10.71,3.09,46.39,14.43,18.04,11.3,3.41,51.62,12.33,16.36
741,2022-05-13,ALL,10.71,3.09,7.9,7.77,17.34,11.3,3.41,7.64,6.86,15.72
742,2022-05-14,0-4yrs,10.71,3.09,5.39,0.0,0.0,11.3,3.41,7.09,0.0,0.0
743,2022-05-14,12-17yrs,10.71,3.09,3.15,3.65,3.47,11.3,3.41,3.87,3.53,3.9
744,2022-05-14,18-39yrs,10.71,3.09,5.58,6.07,15.03,11.3,3.41,6.34,6.09,15.37
745,2022-05-14,40-59yrs,10.71,3.09,7.1,4.78,14.43,11.3,3.41,7.28,6.99,14.86
746,2022-05-14,5-11yrs,10.71,3.09,2.3,5.39,0.0,11.3,3.41,3.79,5.23,-0.0
747,2022-05-14,60+,10.71,3.09,47.78,9.01,14.97,11.3,3.41,49.88,11.36,15.74
748,2022-05-14,ALL,10.71,3.09,6.15,5.7,14.54,11.3,3.41,7.31,6.5,15.09
749,2022-05-15,0-4yrs,10.71,3.09,6.64,0.0,0.0,11.3,3.41,7.13,0.0,0.0
750,2022-05-15,12-17yrs,10.71,3.09,6.29,3.34,5.19,11.3,3.41,3.96,3.63,4.06
751,2022-05-15,18-39yrs,10.71,3.09,6.53,5.57,13.93,11.3,3.41,6.07,5.94,14.81
752,2022-05-15,40-59yrs,10.71,3.09,6.64,6.54,12.8,11.3,3.41,7.09,6.77,14.39
753,2022-05-15,5-11yrs,10.71,3.09,2.46,4.44,0.0,11.3,3.41,3.57,5.06,-0.0
754,2022-05-15,60+,10.71,3.09,33.54,11.28,16.26,11.3,3.41,46.24,11.14,15.27
755,2022-05-15,ALL,10.71,3.09,6.42,6.05,14.31,11.3,3.41,7.06,6.35,14.61
756,2022-05-16,0-4yrs,10.71,3.09,6.36,0.0,0.0,11.3,3.41,6.96,0.0,0.0
757,2022-05-16,12-17yrs,10.71,3.09,0.63,1.59,2.31,11.3,3.41,3.69,3.38,4.14
758,2022-05-16,18-39yrs,10.71,3.09,5.26,3.09,8.45,11.3,3.41,6.1,5.9,14.7
759,2022-05-16,40-59yrs,10.71,3.09,2.98,4.19,9.18,11.3,3.41,7.06,6.68,14.33
760,2022-05-16,5-11yrs,10.71,3.09,1.85,3.04,0.0,11.3,3.41,3.4,4.96,-0.0
761,2022-05-16,60+,10.71,3.09,33.73,9.02,11.46,11.3,3.41,44.1,10.92,15.06
762,2022-05-16,ALL,10.71,3.09,4.96,3.83,9.74,11.3,3.41,6.88,6.24,14.48
763,2022-05-17,0-4yrs,10.71,3.09,3.87,0.0,0.0,11.3,3.41,6.64,0.0,0.0
764,2022-05-17,12-17yrs,10.71,3.09,2.51,2.07,4.03,11.3,3.41,3.78,3.36,4.3
765,2022-05-17,18-39yrs,10.71,3.09,3.99,3.7,7.72,11.3,3.41,6.21,5.8,14.64
766,2022-05-17,40-59yrs,10.71,3.09,2.75,4.28,8.03,11.3,3.41,6.6,6.68,14.36
767,2022-05-17,5-11yrs,10.71,3.09,2.77,2.57,0.0,11.3,3.41,3.16,4.85,-0.0
768,2022-05-17,60+,10.71,3.09,58.29,6.96,10.2,11.3,3.41,45.91,10.71,15.12
769,2022-05-17,ALL,10.71,3.09,5.04,3.89,8.73,11.3,3.41,6.74,6.16,14.5
770,2022-05-18,0-4yrs,10.71,3.09,6.5,0.0,0.0,11.3,3.41,6.26,0.0,0.0
771,2022-05-18,12-17yrs,10.71,3.09,4.4,4.3,6.33,11.3,3.41,3.96,3.31,4.71
772,2022-05-18,18-39yrs,10.71,3.09,6.38,5.12,16.52,11.3,3.41,6.17,5.49,14.29
773,2022-05-18,40-59yrs,10.71,3.09,7.33,5.71,15.92,11.3,3.41,6.31,6.23,13.89
774,2022-05-18,5-11yrs,10.71,3.09,3.23,7.0,0.0,11.3,3.41,3.18,5.05,-0.0
775,2022-05-18,60+,10.71,3.09,66.06,8.3,13.52,11.3,3.41,47.43,10.54,14.69
776,2022-05-18,ALL,10.71,3.09,7.51,5.68,14.88,11.3,3.41,6.64,5.91,14.1
777,2022-05-19,0-4yrs,10.71,3.09,5.95,0.0,0.0,11.3,3.41,5.93,0.0,0.0
778,2022-05-19,12-17yrs,10.71,3.09,0.0,2.71,5.17,11.3,3.41,3.15,3.0,4.53
779,2022-05-19,18-39yrs,10.71,3.09,6.86,5.83,13.23,11.3,3.41,6.08,5.31,13.36
780,2022-05-19,40-59yrs,10.71,3.09,7.56,6.38,15.08,11.3,3.41,5.95,5.73,13.1
781,2022-05-19,5-11yrs,10.71,3.09,2.62,3.97,0.0,11.3,3.41,2.92,4.44,0.0
782,2022-05-19,60+,10.71,3.09,44.2,10.01,15.11,11.3,3.41,47.14,9.86,14.22
783,2022-05-19,ALL,10.71,3.09,6.43,5.85,14.37,11.3,3.41,6.34,5.54,13.42
784,2022-05-20,0-4yrs,10.71,3.09,4.7,0.0,0.0,11.3,3.41,5.63,0.0,0.0
785,2022-05-20,12-17yrs,10.71,3.09,3.77,2.39,3.44,11.3,3.41,2.96,2.86,4.28
786,2022-05-20,18-39yrs,10.71,3.09,3.83,5.47,13.59,11.3,3.41,5.49,4.98,12.64
787,2022-05-20,40-59yrs,10.71,3.09,4.81,6.55,13.22,11.3,3.41,5.6,5.49,12.67
788,2022-05-20,5-11yrs,10.71,3.09,1.69,3.97,0.0,11.3,3.41,2.42,4.34,-0.0
789,2022-05-20,60+,10.71,3.09,44.48,10.98,12.35,11.3,3.41,46.87,9.37,13.41
790,2022-05-20,ALL,10.71,3.09,4.93,5.81,12.74,11.3,3.41,5.92,5.26,12.76
791,2022-05-21,0-4yrs,10.71,3.09,4.98,0.0,0.0,11.3,3.41,5.57,0.0,0.0
792,2022-05-21,12-17yrs,10.71,3.09,3.77,1.75,2.87,11.3,3.41,3.05,2.59,4.19
793,2022-05-21,18-39yrs,10.71,3.09,4.63,4.21,11.86,11.3,3.41,5.35,4.71,12.19
794,2022-05-21,40-59yrs,10.71,3.09,6.19,5.55,10.27,11.3,3.41,5.47,5.6,12.07
795,2022-05-21,5-11yrs,10.71,3.09,1.39,2.56,0.0,11.3,3.41,2.29,3.94,0.0
796,2022-05-21,60+,10.71,3.09,42.08,10.8,11.23,11.3,3.41,46.05,9.62,12.88
797,2022-05-21,ALL,10.71,3.09,5.27,4.8,10.9,11.3,3.41,5.79,5.13,12.24
798,2022-05-22,0-4yrs,10.71,3.09,4.29,0.0,0.0,11.3,3.41,5.24,0.0,0.0
799,2022-05-22,12-17yrs,10.71,3.09,1.88,2.07,0.57,11.3,3.41,2.42,2.41,3.53
800,2022-05-22,18-39yrs,10.71,3.09,3.04,3.85,9.0,11.3,3.41,4.86,4.47,11.48
801,2022-05-22,40-59yrs,10.71,3.09,6.42,4.79,8.81,11.3,3.41,5.43,5.35,11.5
802,2022-05-22,5-11yrs,10.71,3.09,2.93,1.63,0.0,11.3,3.41,2.35,3.53,0.0
803,2022-05-22,60+,10.71,3.09,43.45,8.15,10.21,11.3,3.41,47.47,9.17,12.01
804,2022-05-22,ALL,10.71,3.09,5.05,4.13,9.23,11.3,3.41,5.6,4.86,11.51
805,2022-05-23,0-4yrs,10.71,3.09,3.87,0.0,0.0,11.3,3.41,4.88,0.0,0.0
806,2022-05-23,12-17yrs,10.71,3.09,1.25,0.48,1.72,11.3,3.41,2.51,2.25,3.45
807,2022-05-23,18-39yrs,10.71,3.09,2.56,1.98,4.26,11.3,3.41,4.47,4.31,10.88
808,2022-05-23,40-59yrs,10.71,3.09,2.29,2.19,6.26,11.3,3.41,5.34,5.06,11.08
809,2022-05-23,5-11yrs,10.71,3.09,1.7,3.26,0.0,11.3,3.41,2.33,3.57,-0.0
810,2022-05-23,60+,10.71,3.09,26.18,5.12,7.36,11.3,3.41,46.39,8.62,11.43
811,2022-05-23,ALL,10.71,3.09,3.29,2.3,6.07,11.3,3.41,5.36,4.64,10.99
812,2022-05-24,0-4yrs,10.71,3.09,2.77,0.0,0.0,11.3,3.41,4.72,0.0,0.0
813,2022-05-24,12-17yrs,10.71,3.09,1.25,0.96,0.57,11.3,3.41,2.33,2.09,2.95
814,2022-05-24,18-39yrs,10.71,3.09,2.24,2.03,5.1,11.3,3.41,4.22,4.07,10.51
815,2022-05-24,40-59yrs,10.71,3.09,2.75,1.85,6.08,11.3,3.41,5.34,4.72,10.81
816,2022-05-24,5-11yrs,10.71,3.09,1.23,1.86,0.0,11.3,3.41,2.11,3.46,-0.0
817,2022-05-24,60+,10.71,3.09,26.36,6.08,5.53,11.3,3.41,41.83,8.49,10.76
818,2022-05-24,ALL,10.71,3.09,2.88,2.28,5.47,11.3,3.41,5.05,4.41,10.52
819,2022-05-25,0-4yrs,10.71,3.09,4.01,0.0,0.0,11.3,3.41,4.37,0.0,0.0
820,2022-05-25,12-17yrs,10.71,3.09,0.0,1.6,0.57,11.3,3.41,1.7,1.71,2.13
821,2022-05-25,18-39yrs,10.71,3.09,2.4,2.79,6.24,11.3,3.41,3.65,3.74,9.04
822,2022-05-25,40-59yrs,10.71,3.09,4.13,3.45,5.15,11.3,3.41,4.88,4.39,9.27
823,2022-05-25,5-11yrs,10.71,3.09,1.39,0.93,0.0,11.3,3.41,1.85,2.6,-0.0
824,2022-05-25,60+,10.71,3.09,24.04,4.94,7.42,11.3,3.41,35.83,8.01,9.89
825,2022-05-25,ALL,10.71,3.09,3.37,2.87,6.24,11.3,3.41,4.46,4.01,9.29
826,2022-05-26,0-4yrs,10.71,3.09,4.29,0.0,0.0,11.3,3.41,4.13,0.0,0.0
827,2022-05-26,12-17yrs,10.71,3.09,1.25,1.44,5.14,11.3,3.41,1.88,1.53,2.13
828,2022-05-26,18-39yrs,10.71,3.09,4.96,4.21,14.03,11.3,3.41,3.38,3.51,9.15
829,2022-05-26,40-59yrs,10.71,3.09,2.98,4.71,11.98,11.3,3.41,4.22,4.16,8.82
830,2022-05-26,5-11yrs,10.71,3.09,0.93,6.05,0.0,11.3,3.41,1.61,2.89,-0.0
831,2022-05-26,60+,10.71,3.09,44.69,4.95,9.45,11.3,3.41,35.9,7.29,9.08
832,2022-05-26,ALL,10.71,3.09,4.42,4.22,11.33,11.3,3.41,4.17,3.77,8.85
833,2022-05-27,0-4yrs,10.71,3.09,3.46,0.0,0.0,11.3,3.41,3.95,0.0,0.0
834,2022-05-27,12-17yrs,10.71,3.09,3.13,2.39,3.42,11.3,3.41,1.79,1.53,2.12
835,2022-05-27,18-39yrs,10.71,3.09,4.64,3.1,10.18,11.3,3.41,3.5,3.17,8.67
836,2022-05-27,40-59yrs,10.71,3.09,4.36,3.96,9.16,11.3,3.41,4.16,3.79,8.24
837,2022-05-27,5-11yrs,10.71,3.09,2.01,2.79,0.0,11.3,3.41,1.65,2.73,-0.0
838,2022-05-27,60+,10.71,3.09,37.1,6.1,10.91,11.3,3.41,34.84,6.59,8.87
839,2022-05-27,ALL,10.71,3.09,4.5,3.52,9.99,11.3,3.41,4.11,3.45,8.46
840,2022-05-28,0-4yrs,10.71,3.09,2.9,0.0,0.0,11.3,3.41,3.66,0.0,0.0
841,2022-05-28,12-17yrs,10.71,3.09,3.13,1.76,6.26,11.3,3.41,1.7,1.53,2.61
842,2022-05-28,18-39yrs,10.71,3.09,4.33,3.76,10.33,11.3,3.41,3.45,3.1,8.45
843,2022-05-28,40-59yrs,10.71,3.09,3.67,4.04,8.54,11.3,3.41,3.8,3.57,8.0
844,2022-05-28,5-11yrs,10.71,3.09,2.62,3.49,0.0,11.3,3.41,1.83,2.86,-0.0
845,2022-05-28,60+,10.71,3.09,21.84,8.39,8.57,11.3,3.41,31.95,6.25,8.49
846,2022-05-28,ALL,10.71,3.09,3.86,4.05,8.97,11.3,3.41,3.91,3.34,8.19
847,2022-05-29,0-4yrs,10.71,3.09,2.35,0.0,0.0,11.3,3.41,3.38,0.0,0.0
848,2022-05-29,12-17yrs,10.71,3.09,1.88,1.6,1.14,11.3,3.41,1.7,1.46,2.69
849,2022-05-29,18-39yrs,10.71,3.09,3.21,3.0,8.25,11.3,3.41,3.48,2.98,8.34
850,2022-05-29,40-59yrs,10.71,3.09,4.82,4.8,7.57,11.3,3.41,3.57,3.57,7.82
851,2022-05-29,5-11yrs,10.71,3.09,1.7,2.55,0.0,11.3,3.41,1.65,2.99,0.0
852,2022-05-29,60+,10.71,3.09,29.71,4.2,8.43,11.3,3.41,29.99,5.68,8.24
853,2022-05-29,ALL,10.71,3.09,3.56,3.36,7.94,11.3,3.41,3.7,3.23,8.0
854,2022-05-30,0-4yrs,10.71,3.09,2.35,0.0,0.0,11.3,3.41,3.16,0.0,0.0
855,2022-05-30,12-17yrs,10.71,3.09,1.88,0.8,2.84,11.3,3.41,1.79,1.51,2.85
856,2022-05-30,18-39yrs,10.71,3.09,2.08,1.22,3.94,11.3,3.41,3.41,2.87,8.3
857,2022-05-30,40-59yrs,10.71,3.09,2.53,2.86,4.97,11.3,3.41,3.61,3.67,7.64
858,2022-05-30,5-11yrs,10.71,3.09,0.46,2.32,0.0,11.3,3.41,1.48,2.86,-0.0
859,2022-05-30,60+,10.71,3.09,19.44,3.82,5.31,11.3,3.41,29.03,5.5,7.95
860,2022-05-30,ALL,10.71,3.09,2.33,1.96,4.79,11.3,3.41,3.56,3.18,7.82
861,2022-05-31,0-4yrs,10.71,3.09,3.46,0.0,0.0,11.3,3.41,3.26,0.0,0.0
862,2022-05-31,12-17yrs,10.71,3.09,1.25,1.12,1.14,11.3,3.41,1.79,1.53,2.93
863,2022-05-31,18-39yrs,10.71,3.09,2.25,2.29,5.4,11.3,3.41,3.41,2.91,8.34
864,2022-05-31,40-59yrs,10.71,3.09,3.45,2.7,3.7,11.3,3.41,3.71,3.79,7.3
865,2022-05-31,5-11yrs,10.71,3.09,1.54,0.93,0.0,11.3,3.41,1.52,2.72,-0.0
866,2022-05-31,60+,10.71,3.09,20.9,4.2,5.31,11.3,3.41,28.25,5.23,7.91
867,2022-05-31,ALL,10.71,3.09,3.08,2.32,4.73,11.3,3.41,3.59,3.19,7.71
868,2022-06-01,0-4yrs,10.71,3.09,5.26,0.0,0.0,11.3,3.41,3.44,0.0,0.0
869,2022-06-01,12-17yrs,10.71,3.09,4.38,1.76,1.13,11.3,3.41,2.41,1.55,3.01
870,2022-06-01,18-39yrs,10.71,3.09,5.62,4.47,10.73,11.3,3.41,3.87,3.15,8.98
871,2022-06-01,40-59yrs,10.71,3.09,4.37,4.47,7.96,11.3,3.41,3.74,3.93,7.7
872,2022-06-01,5-11yrs,10.71,3.09,2.01,2.78,409.8,11.3,3.41,1.61,2.99,58.54
873,2022-06-01,60+,10.71,3.09,27.67,5.55,7.71,11.3,3.41,28.76,5.32,7.96
874,2022-06-01,ALL,10.71,3.09,4.99,4.08,8.44,11.3,3.41,3.82,3.36,8.03
875,2022-06-02,0-4yrs,10.71,3.09,4.29,0.0,0.0,11.3,3.41,3.44,0.0,0.0
876,2022-06-02,12-17yrs,10.71,3.09,2.5,2.4,2.27,11.3,3.41,2.59,1.69,2.6
877,2022-06-02,18-39yrs,10.71,3.09,4.01,3.51,8.4,11.3,3.41,3.73,3.05,8.18
878,2022-06-02,40-59yrs,10.71,3.09,4.14,2.95,9.5,11.3,3.41,3.91,3.68,7.34
879,2022-06-02,5-11yrs,10.71,3.09,1.24,2.09,0.0,11.3,3.41,1.65,2.42,58.54
880,2022-06-02,60+,10.71,3.09,35.9,7.46,9.84,11.3,3.41,27.51,5.67,8.01
881,2022-06-02,ALL,10.71,3.09,4.24,3.53,9.17,11.3,3.41,3.79,3.26,7.72
882,2022-06-03,0-4yrs,10.71,3.09,2.9,0.0,0.0,11.3,3.41,3.36,0.0,0.0
883,2022-06-03,12-17yrs,10.71,3.09,3.13,1.12,3.4,11.3,3.41,2.59,1.51,2.6
884,2022-06-03,18-39yrs,10.71,3.09,4.66,3.61,8.29,11.3,3.41,3.74,3.12,7.91
885,2022-06-03,40-59yrs,10.71,3.09,2.53,3.63,7.43,11.3,3.41,3.64,3.64,7.1
886,2022-06-03,5-11yrs,10.71,3.09,2.47,2.32,0.0,11.3,3.41,1.72,2.35,58.54
887,2022-06-03,60+,10.71,3.09,25.45,3.45,7.81,11.3,3.41,25.84,5.3,7.57
